50.000000,2.551872,0.151137
1089.000000,2.703272,0.091271
2129.000000,2.708005,0.088662
3168.000000,2.709043,0.089428
4208.000000,2.711796,0.088654
5247.000000,2.712635,0.088423
6287.000000,2.711864,0.088379
7327.000000,2.711584,0.088462
8366.000000,2.711899,0.088393
9406.000000,2.712178,0.088263
10445.000000,2.712433,0.088117
11485.000000,2.712342,0.087788
12525.000000,2.711888,0.087900
13564.000000,2.712337,0.087830
14604.000000,2.712263,0.087545
15643.000000,2.712293,0.087815
16683.000000,2.712267,0.087729
17722.000000,2.712332,0.088076
18762.000000,2.712327,0.087804
19802.000000,2.712234,0.087561
20841.000000,2.712330,0.087286
21881.000000,2.712433,0.087303
22920.000000,2.712509,0.087186
23960.000000,2.712396,0.087390
25000.000000,2.712352,0.087312
