50.000000,2.677457,0.000000
847.000000,2.814207,0.000000
1645.000000,2.842285,0.000000
2442.000000,2.835991,0.000000
3240.000000,2.839654,0.000000
4037.000000,2.845381,0.000000
4835.000000,2.842619,0.000000
5632.000000,2.842118,0.000000
6430.000000,2.842784,0.000000
7227.000000,2.840532,0.000000
8025.000000,2.838094,0.000000
8822.000000,2.838007,0.000000
9620.000000,2.838514,0.000000
10417.000000,2.838082,0.000000
11215.000000,2.837676,0.000000
12012.000000,2.836538,0.000000
12810.000000,2.838208,0.000000
13607.000000,2.839074,0.000000
14405.000000,2.839963,0.000000
15202.000000,2.840261,0.000000
16000.000000,2.841229,0.000000
