50.000000,1.295742,0.000000
847.000000,1.756050,0.000000
1645.000000,1.846724,0.000000
2442.000000,1.888288,0.000000
3240.000000,1.896484,0.000000
4037.000000,1.937458,0.000000
4835.000000,1.937261,0.000000
5632.000000,1.960751,0.000000
6430.000000,1.955018,0.000000
7227.000000,1.956588,0.000000
8025.000000,1.949424,0.000000
8822.000000,1.945586,0.000000
9620.000000,1.956188,0.000000
10417.000000,1.953909,0.000000
11215.000000,1.962933,0.000000
12012.000000,1.959295,0.000000
12810.000000,1.967400,0.000000
13607.000000,1.954975,0.000000
14405.000000,1.962655,0.000000
15202.000000,1.969118,0.000000
16000.000000,1.972707,0.000000
