-3.2349980887551844e-01;-6.5510227117476644e-02;2.9334988776402844e-02;-1.9567718305611762e-01;2.6914043335915278e-01;-9.5765186495517796e-03;2.6660818037125156e-01;-1.3330716326972769e-01;4.9353083958378674e-02;4.4711894694632959e-01;-2.5623504527571550e-01;-4.8022396874606543e-01;-3.8822386703868916e-01;2.0142996256420331e-01
-2.7910540706854885e-02;1.5252544231329634e-01;-3.0604308638137556e-01;-5.0989677598454286e-01;5.2925394221074173e-01;2.0768661709761208e-01;1.0620023649341166e+00;-1.4076630185687000e-02;-1.4827053121209466e-01;-7.5512937796687851e-01;-1.9829698235877991e-01;1.0702536040817086e+00;1.1096035073654786e+00;4.7246882056438338e-01
-4.0244711193698622e-02;1.1391108006850187e-01;-1.1298896078202948e-01;-1.2894101253089074e-01;-4.2024860051769825e-01;-3.0108166945102155e-02;5.8304062022164302e-02;2.5452051798849218e-01;6.6371484566957084e-01;5.6493665105566049e-01;5.2917913744334533e-01;-7.7436151014317153e-02;-2.5575460197733296e-01;5.2764215965935135e-01
-3.2050683847252148e-01;2.3431234945023853e-02;-9.2327318057960572e-02;-3.8598098166209671e-01;6.4543826605391608e-01;6.1559571581482009e-02;6.0928155041061735e-02;-3.8676483300956843e-01;-3.1378228838210159e-01;5.3905141136805157e-01;5.1995422534360747e-01;-8.6987641016789286e-01;-9.5279989210609373e-01;1.5192337794111932e-01
-2.1433238142371255e-01;3.5528366692447778e-02;-8.7257955395218620e-02;-2.0790824699760696e-01;-1.1929238991414386e-01;-1.0109623397075218e-02;4.5712498581870603e-01;7.3188386249764770e-01;2.3606515226658176e+00;1.2953976167321197e+00;-3.5288848249604303e+00;-9.3049312364002101e-01;5.6533960968077712e-01;-5.0415735917453108e-01
-2.7091235247639972e-01;1.7301134910324764e-01;-2.3053844753137476e-01;-4.2350840601508305e-01;3.5918464110963860e-01;-7.1349385324679160e-02;7.2523608584558175e-01;1.4205635118045190e-01;2.4197433544960617e-01;-7.5455875578195863e-01;1.9845491635580609e-01;6.6674892986496692e-01;5.1370364123328005e-01;6.6535824488117146e-01
-5.8268977137766860e-02;7.7800772963746101e-01;2.0783276999272110e-01;-4.6600368852246782e-01;-1.6766754430715303e+00;1.5500291006735525e-01;-3.6533107424042655e-01;1.0541829487704352e-01;-4.0302192822207766e-01;-2.5823095906727878e-01;8.0968003505361674e-01;3.7782396453107425e-01;2.9673695176526443e-01;-8.3892509915043101e-01
-2.9177353509942605e-01;-3.1566842165996428e-01;7.8491012871442029e-02;4.4132414572195522e-01;-2.6591714215916118e-01;7.2386193350859745e-02;-5.7574352980334975e-02;7.6716529626780772e-02;1.5201330649503975e-01;5.8764005303344621e-02;1.8145418861501789e-01;9.6387870739796655e-03;-3.3067206038507857e-01;8.3835779978809377e-01
5.2727998347871519e-01;5.9383271940651206e-01;-1.5055285375125025e+00;-8.8170357826459234e-01;2.0897314336406341e+00;5.0818908378842753e-01;-2.3361571435452427e-01;-5.5394918876067534e-01;-2.1272408948610308e-01;-1.1322276180912894e+00;-7.9603831306760331e-01;5.8333452636483818e-02;1.3543282594309531e+00;-2.7539048136748407e+00
-2.1868397610008983e-01;2.2815942598526032e-01;-1.2440557260184715e-01;-2.7278141329193117e-01;-2.1359552634713208e-01;-3.7507897554568459e-02;-8.7838717374760580e-02;-1.1706311940557135e-01;2.9264300854246372e-01;5.1226395058845201e-02;5.8515701291021915e-01;2.0044695474118970e-01;-2.4705020329616703e-01;1.5021762997904520e-01
