# Size, Precision, Recall, Fscore
10.000000,0.000000,0.000000,0.000000
40.000000,0.125000,0.090909,0.105263
70.000000,0.125000,0.090909,0.105263
101.000000,0.125000,0.090909,0.105263
131.000000,0.125000,0.090909,0.105263
162.000000,0.125000,0.090909,0.105263
192.000000,0.129861,0.095455,0.110000
222.000000,0.129861,0.095455,0.110000
253.000000,0.139583,0.104545,0.119474
283.000000,0.144444,0.109091,0.124211
314.000000,0.134722,0.100000,0.114737
344.000000,0.144444,0.109091,0.124211
374.000000,0.163889,0.127273,0.143158
405.000000,0.168750,0.131818,0.147895
435.000000,0.168750,0.131818,0.147895
466.000000,0.168750,0.131818,0.147895
496.000000,0.178472,0.140909,0.157368
526.000000,0.193056,0.154545,0.171579
557.000000,0.201806,0.163636,0.180602
587.000000,0.202778,0.163636,0.181053
618.000000,0.211528,0.172727,0.190075
648.000000,0.217361,0.177273,0.195263
678.000000,0.197917,0.159091,0.176316
709.000000,0.207639,0.168182,0.185789
739.000000,0.217361,0.177273,0.195263
770.000000,0.217361,0.177273,0.195263
800.000000,0.217361,0.177273,0.195263
831.000000,0.222222,0.181818,0.200000
861.000000,0.222222,0.181818,0.200000
891.000000,0.222222,0.181818,0.200000
922.000000,0.222222,0.181818,0.200000
952.000000,0.222222,0.181818,0.200000
983.000000,0.222222,0.181818,0.200000
1013.000000,0.222222,0.181818,0.200000
1043.000000,0.226111,0.186364,0.204286
1074.000000,0.222222,0.181818,0.200000
1104.000000,0.222222,0.181818,0.200000
1135.000000,0.230000,0.190909,0.208571
1165.000000,0.222222,0.181818,0.200000
1195.000000,0.222222,0.181818,0.200000
1226.000000,0.222222,0.181818,0.200000
1256.000000,0.226111,0.186364,0.204286
1287.000000,0.222222,0.181818,0.200000
1317.000000,0.229293,0.190909,0.208182
1347.000000,0.222222,0.181818,0.200000
1378.000000,0.222222,0.181818,0.200000
1408.000000,0.222222,0.181818,0.200000
1439.000000,0.222222,0.181818,0.200000
1469.000000,0.222222,0.181818,0.200000
1500.000000,0.226111,0.186364,0.204286
