# Size, Precision, Recall, Fscore
10.000000,0.000000,0.000000,0.000000
30.000000,0.000000,0.000000,0.000000
50.000000,0.000000,0.000000,0.000000
70.000000,0.000000,0.000000,0.000000
90.000000,0.000000,0.000000,0.000000
110.000000,0.000000,0.000000,0.000000
130.000000,0.000000,0.000000,0.000000
150.000000,0.000000,0.000000,0.000000
170.000000,0.000000,0.000000,0.000000
190.000000,0.000000,0.000000,0.000000
211.000000,0.060000,0.015000,0.024000
231.000000,0.060000,0.015000,0.024000
251.000000,0.140000,0.040000,0.061333
271.000000,0.080000,0.020000,0.032000
291.000000,0.240000,0.060000,0.096000
311.000000,0.200000,0.055000,0.085333
331.000000,0.200000,0.075000,0.106667
351.000000,0.290000,0.090000,0.134667
371.000000,0.420000,0.145000,0.210667
391.000000,0.430000,0.125000,0.190667
412.000000,0.580000,0.210000,0.301333
432.000000,0.636667,0.210000,0.306857
452.000000,0.613333,0.255000,0.349714
472.000000,0.670000,0.280000,0.381905
492.000000,0.730000,0.315000,0.427238
512.000000,0.786667,0.360000,0.477714
532.000000,0.776667,0.360000,0.480952
552.000000,0.816667,0.410000,0.528952
572.000000,0.703333,0.370000,0.472190
592.000000,0.775000,0.425000,0.535381
613.000000,0.753333,0.435000,0.543619
633.000000,0.775000,0.440000,0.548333
653.000000,0.756667,0.440000,0.540762
673.000000,0.760000,0.470000,0.567714
693.000000,0.728333,0.475000,0.569286
713.000000,0.743333,0.490000,0.581238
733.000000,0.731667,0.460000,0.555762
753.000000,0.721667,0.515000,0.593476
773.000000,0.703333,0.510000,0.585143
793.000000,0.716667,0.530000,0.604286
814.000000,0.690000,0.500000,0.576667
834.000000,0.683333,0.530000,0.593333
854.000000,0.681667,0.525000,0.591190
874.000000,0.700000,0.520000,0.593333
894.000000,0.696667,0.555000,0.614762
914.000000,0.685000,0.555000,0.610714
934.000000,0.695000,0.585000,0.632143
954.000000,0.688333,0.565000,0.617857
974.000000,0.676667,0.535000,0.595238
994.000000,0.698333,0.595000,0.639286
1015.000000,0.691667,0.575000,0.625000
1035.000000,0.695000,0.585000,0.632143
1055.000000,0.688333,0.565000,0.617857
1075.000000,0.696667,0.590000,0.635714
1095.000000,0.696667,0.590000,0.635714
1115.000000,0.703333,0.610000,0.650000
1135.000000,0.703333,0.610000,0.650000
1155.000000,0.696667,0.590000,0.635714
1175.000000,0.700000,0.600000,0.642857
1195.000000,0.708333,0.625000,0.660714
1216.000000,0.706667,0.620000,0.657143
1236.000000,0.706667,0.620000,0.657143
1256.000000,0.711667,0.635000,0.667857
1276.000000,0.713333,0.640000,0.671429
1296.000000,0.728333,0.685000,0.703571
1316.000000,0.713333,0.640000,0.671429
1336.000000,0.705000,0.615000,0.653571
1356.000000,0.716667,0.650000,0.678571
1376.000000,0.723333,0.670000,0.692857
1396.000000,0.730000,0.690000,0.707143
1417.000000,0.723333,0.670000,0.692857
1437.000000,0.725000,0.675000,0.696429
1457.000000,0.726667,0.680000,0.700000
1477.000000,0.723333,0.670000,0.692857
1497.000000,0.728333,0.685000,0.703571
1517.000000,0.731667,0.695000,0.710714
1537.000000,0.728333,0.685000,0.703571
1557.000000,0.728333,0.685000,0.703571
1577.000000,0.736667,0.710000,0.721429
1597.000000,0.735000,0.705000,0.717857
1618.000000,0.736667,0.710000,0.721429
1638.000000,0.741667,0.725000,0.732143
1658.000000,0.736667,0.710000,0.721429
1678.000000,0.735000,0.705000,0.717857
1698.000000,0.740000,0.720000,0.728571
1718.000000,0.736667,0.710000,0.721429
1738.000000,0.746667,0.740000,0.742857
1758.000000,0.748333,0.745000,0.746429
1778.000000,0.745000,0.735000,0.739286
1798.000000,0.743333,0.730000,0.735714
1819.000000,0.746667,0.740000,0.742857
1839.000000,0.750000,0.750000,0.750000
1859.000000,0.746667,0.740000,0.742857
1879.000000,0.745000,0.735000,0.739286
1899.000000,0.750000,0.750000,0.750000
1919.000000,0.746667,0.740000,0.742857
1939.000000,0.746667,0.740000,0.742857
1959.000000,0.748333,0.745000,0.746429
1979.000000,0.746667,0.740000,0.742857
2000.000000,0.743333,0.730000,0.735714
