# Size, Precision, Recall, Fscore
10.000000,0.000000,0.000000,0.000000
114.000000,0.060000,0.015000,0.024000
219.000000,0.320000,0.085000,0.133333
324.000000,0.673333,0.300000,0.399714
428.000000,0.700000,0.440000,0.530762
533.000000,0.738333,0.525000,0.598429
638.000000,0.701667,0.595000,0.640238
743.000000,0.710000,0.630000,0.664286
847.000000,0.703333,0.610000,0.650000
952.000000,0.735000,0.705000,0.717857
1057.000000,0.738333,0.715000,0.725000
1162.000000,0.738333,0.715000,0.725000
1266.000000,0.743333,0.730000,0.735714
1371.000000,0.750000,0.750000,0.750000
1476.000000,0.750000,0.750000,0.750000
1581.000000,0.750000,0.750000,0.750000
1685.000000,0.750000,0.750000,0.750000
1790.000000,0.750000,0.750000,0.750000
1895.000000,0.750000,0.750000,0.750000
2000.000000,0.750000,0.750000,0.750000
