# Size, Precision_mean, Recall_mean, Fscore_mean, Precision_std, Recall_std, Fscore_std
1000.000000,nan,nan,nan,nan,nan,nan
5142.000000,nan,nan,nan,nan,nan,nan
9285.000000,nan,nan,nan,nan,nan,nan
13428.000000,nan,nan,nan,nan,nan,nan
17571.000000,nan,nan,nan,nan,nan,nan
21714.000000,nan,nan,nan,nan,nan,nan
25857.000000,nan,nan,nan,nan,nan,nan
30000.000000,nan,nan,nan,nan,nan,nan
