# Size, Precision, Recall, Fscore
10.000000,0.341667,0.133333,0.184683
62.000000,0.733333,0.200000,0.298413
114.000000,0.658333,0.350000,0.450556
166.000000,0.775000,0.300000,0.405714
218.000000,0.658333,0.250000,0.349365
270.000000,0.716667,0.250000,0.346068
322.000000,0.575000,0.183333,0.254286
374.000000,0.750000,0.250000,0.346861
426.000000,0.750000,0.333333,0.412013
478.000000,0.825000,0.533333,0.618117
531.000000,0.710000,0.366667,0.456602
583.000000,0.683333,0.316667,0.400830
635.000000,0.733333,0.333333,0.433608
687.000000,0.900000,0.516667,0.622208
739.000000,0.913333,0.516667,0.610967
791.000000,0.666667,0.433333,0.512172
843.000000,0.791667,0.433333,0.536501
895.000000,0.846667,0.483333,0.585137
947.000000,1.000000,0.566667,0.684113
1000.000000,0.916667,0.433333,0.549315
