# Size, Precision, Recall, Fscore
10.000000,0.000000,0.000000,0.000000
213.000000,0.975000,0.208333,0.337500
417.000000,1.000000,0.241667,0.382143
621.000000,1.000000,0.233333,0.371429
825.000000,1.000000,0.183333,0.304762
1029.000000,0.925000,0.175000,0.288690
1233.000000,0.987500,0.183333,0.301429
1437.000000,0.962500,0.200000,0.318690
1641.000000,0.925000,0.191667,0.302857
1844.000000,0.912500,0.258333,0.375714
2048.000000,0.750000,0.183333,0.277262
2252.000000,0.800000,0.208333,0.305714
2456.000000,0.637500,0.191667,0.275119
2660.000000,0.625000,0.275000,0.357262
2864.000000,0.562500,0.233333,0.311310
3068.000000,0.700000,0.325000,0.424524
3272.000000,0.575000,0.275000,0.356071
3475.000000,0.562500,0.316667,0.391905
3679.000000,0.550000,0.341667,0.418333
3883.000000,0.562500,0.350000,0.427500
4087.000000,0.625000,0.358333,0.445119
4291.000000,0.662500,0.391667,0.483452
4495.000000,0.450000,0.300000,0.360000
4699.000000,0.600000,0.366667,0.446786
4903.000000,0.550000,0.333333,0.410000
5106.000000,0.600000,0.350000,0.435000
5310.000000,0.562500,0.350000,0.427500
5514.000000,0.537500,0.316667,0.392500
5718.000000,0.612500,0.341667,0.430000
5922.000000,0.575000,0.316667,0.400000
6126.000000,0.537500,0.266667,0.347500
6330.000000,0.487500,0.275000,0.345000
6534.000000,0.508333,0.225000,0.304722
6737.000000,0.554167,0.283333,0.366944
6941.000000,0.558333,0.266667,0.352222
7145.000000,0.550000,0.258333,0.342500
7349.000000,0.529167,0.250000,0.331944
7553.000000,0.600000,0.308333,0.398333
7757.000000,0.466667,0.241667,0.311111
7961.000000,0.525000,0.208333,0.293333
8165.000000,0.558333,0.266667,0.352222
8368.000000,0.566667,0.258333,0.347778
8572.000000,0.550000,0.250000,0.336667
8776.000000,0.566667,0.275000,0.361944
8980.000000,0.512500,0.200000,0.284167
9184.000000,0.562500,0.241667,0.331667
9388.000000,0.587500,0.275000,0.366667
9592.000000,0.562500,0.241667,0.331667
9796.000000,0.537500,0.216667,0.305000
10000.000000,0.533333,0.208333,0.297222
