# Size, Precision_mean, Recall_mean, Fscore_mean, Precision_std, Recall_std, Fscore_std
100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1095.000000,0.366704,0.243478,0.292299,0.074859,0.042154,0.053810
2090.000000,0.375761,0.295652,0.330735,0.067102,0.044764,0.053796
3085.000000,0.355865,0.321739,0.337931,0.032390,0.028840,0.030447
4080.000000,0.423810,0.386957,0.404545,0.053026,0.048415,0.050616
5075.000000,0.403765,0.373913,0.388253,0.042955,0.039848,0.041281
6070.000000,0.394503,0.373913,0.383920,0.044029,0.042154,0.043017
7065.000000,0.424343,0.413043,0.418608,0.039866,0.036377,0.038038
8060.000000,0.471014,0.465217,0.468084,0.036107,0.040320,0.038221
9055.000000,0.443478,0.443478,0.443478,0.029488,0.029488,0.029488
10050.000000,0.491304,0.491304,0.491304,0.035322,0.035322,0.035322
11045.000000,0.500000,0.500000,0.500000,0.047628,0.047628,0.047628
12040.000000,0.513043,0.513043,0.513043,0.042600,0.042600,0.042600
13035.000000,0.552174,0.552174,0.552174,0.083179,0.083179,0.083179
14030.000000,0.534783,0.534783,0.534783,0.022170,0.022170,0.022170
15025.000000,0.595652,0.595652,0.595652,0.029488,0.029488,0.029488
16020.000000,0.608696,0.608696,0.608696,0.036377,0.036377,0.036377
17015.000000,0.613043,0.613043,0.613043,0.025352,0.025352,0.025352
18010.000000,0.604348,0.604348,0.604348,0.031950,0.031950,0.031950
19005.000000,0.611401,0.608696,0.610033,0.024421,0.023814,0.023964
20000.000000,0.611208,0.608696,0.609938,0.045555,0.047628,0.046547
