100.000000,42.000000,0.000000
1095.000000,37.000000,0.000000
2090.000000,27.000000,0.000000
3085.000000,26.000000,0.000000
4080.000000,25.000000,0.000000
5075.000000,24.000000,0.000000
6070.000000,22.000000,0.000000
7065.000000,23.000000,0.000000
8060.000000,18.000000,0.000000
9055.000000,14.000000,0.000000
10050.000000,23.000000,0.000000
11045.000000,10.000000,0.000000
12040.000000,12.000000,0.000000
13035.000000,11.000000,0.000000
14030.000000,11.000000,0.000000
15025.000000,11.000000,0.000000
16020.000000,9.000000,0.000000
17015.000000,9.000000,0.000000
18010.000000,10.000000,0.000000
19005.000000,11.000000,0.000000
20000.000000,15.000000,0.000000
