50.000000,3.700000,3.195309
573.000000,1.200000,2.993326
1097.000000,0.800000,1.661325
1621.000000,1.900000,2.826659
2144.000000,1.200000,2.600000
2668.000000,1.900000,2.981610
3192.000000,2.450000,3.106042
3715.000000,1.200000,2.521904
4239.000000,0.900000,2.118962
4763.000000,1.700000,3.001666
5286.000000,0.900000,2.385372
5810.000000,0.100000,0.300000
6334.000000,1.800000,2.821347
6857.000000,1.950000,3.232259
7381.000000,0.900000,2.118962
7905.000000,2.300000,3.436568
8428.000000,1.200000,2.501999
8952.000000,1.050000,2.479415
9476.000000,0.850000,2.127792
10000.000000,0.550000,1.321930
