# Size, Precision_mean, Recall_mean, Fscore_mean, Precision_std, Recall_std, Fscore_std
10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
159.000000,1.000000,0.375000,0.535758,0.000000,0.111803,0.119355
309.000000,1.000000,0.175000,0.293333,0.000000,0.061237,0.087093
458.000000,1.000000,0.325000,0.487273,0.000000,0.061237,0.071258
608.000000,1.000000,0.450000,0.618182,0.000000,0.061237,0.059382
757.000000,1.000000,0.550000,0.707692,0.000000,0.061237,0.050246
907.000000,1.000000,0.700000,0.821978,0.000000,0.061237,0.043068
1056.000000,1.000000,0.700000,0.821978,0.000000,0.061237,0.043068
1206.000000,1.000000,0.850000,0.916190,0.000000,0.093541,0.054009
1355.000000,1.000000,0.925000,0.960000,0.000000,0.061237,0.032660
1505.000000,1.000000,0.925000,0.960000,0.000000,0.061237,0.032660
1654.000000,1.000000,0.975000,0.986667,0.000000,0.050000,0.026667
1804.000000,0.977778,1.000000,0.988235,0.044444,0.000000,0.023529
1953.000000,0.977778,1.000000,0.988235,0.044444,0.000000,0.023529
2103.000000,0.977778,1.000000,0.988235,0.044444,0.000000,0.023529
2252.000000,0.977778,1.000000,0.988235,0.044444,0.000000,0.023529
2402.000000,0.977778,1.000000,0.988235,0.044444,0.000000,0.023529
2551.000000,0.955556,1.000000,0.976471,0.054433,0.000000,0.028818
2701.000000,0.933333,1.000000,0.964706,0.054433,0.000000,0.028818
2850.000000,0.955556,1.000000,0.976471,0.054433,0.000000,0.028818
3000.000000,0.955556,1.000000,0.976471,0.054433,0.000000,0.028818
