# Size, Precision_mean, Recall_mean, Fscore_mean, Precision_std, Recall_std, Fscore_std
50.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
600.000000,1.000000,0.450000,0.618182,0.000000,0.061237,0.059382
1150.000000,0.742857,0.575000,0.647619,0.129887,0.100000,0.111066
1700.000000,0.725000,0.725000,0.725000,0.050000,0.050000,0.050000
2250.000000,0.750000,0.750000,0.750000,0.000000,0.000000,0.000000
2800.000000,0.791667,0.825000,0.807353,0.123915,0.100000,0.111358
3350.000000,0.900000,0.900000,0.900000,0.050000,0.050000,0.050000
3900.000000,0.900000,0.900000,0.900000,0.050000,0.050000,0.050000
4450.000000,0.875000,0.875000,0.875000,0.000000,0.000000,0.000000
5000.000000,0.900000,0.900000,0.900000,0.050000,0.050000,0.050000
