# Size, Precision_mean, Recall_mean, Fscore_mean, Precision_std, Recall_std, Fscore_std
50.000000,0.688889,0.725000,0.705229,0.214915,0.183712,0.199804
600.000000,0.841667,0.875000,0.857353,0.150000,0.111803,0.131829
1150.000000,0.816667,0.850000,0.830000,0.248048,0.183712,0.222149
1700.000000,0.696667,0.725000,0.709477,0.274094,0.242384,0.259445
2250.000000,0.680000,0.750000,0.712418,0.202990,0.176777,0.190957
2800.000000,0.880556,0.900000,0.889706,0.105993,0.093541,0.098431
3350.000000,0.925000,0.925000,0.925000,0.061237,0.061237,0.061237
3900.000000,0.524545,0.650000,0.576491,0.262054,0.215058,0.241850
4450.000000,0.685000,0.725000,0.702778,0.232702,0.183712,0.210928
5000.000000,0.836111,0.850000,0.842647,0.148397,0.122474,0.136107
