50.000000,8.000000,0.000000
197.000000,7.600000,0.489898
345.000000,7.000000,0.000000
492.000000,6.400000,0.489898
640.000000,6.400000,0.800000
787.000000,5.200000,0.400000
935.000000,5.600000,0.489898
1082.000000,5.200000,0.748331
1230.000000,4.600000,1.019804
1377.000000,4.400000,0.800000
1525.000000,4.000000,0.894427
1672.000000,4.000000,0.894427
1820.000000,3.400000,0.800000
1967.000000,3.800000,1.600000
2115.000000,3.800000,1.600000
2262.000000,3.800000,1.600000
2410.000000,3.800000,1.600000
2557.000000,4.600000,1.959592
2705.000000,5.200000,1.833030
2852.000000,5.600000,1.019804
3000.000000,5.400000,1.200000
