# Size, Precision, Recall, Fscore
10.000000,0.000000,0.000000,0.000000
30.000000,0.000000,0.000000,0.000000
50.000000,0.000000,0.000000,0.000000
70.000000,0.000000,0.000000,0.000000
90.000000,0.000000,0.000000,0.000000
111.000000,0.000000,0.000000,0.000000
131.000000,0.050000,0.004545,0.008333
151.000000,0.000000,0.000000,0.000000
171.000000,0.000000,0.000000,0.000000
191.000000,0.050000,0.004545,0.008333
212.000000,0.050000,0.004545,0.008333
232.000000,0.150000,0.013636,0.025000
252.000000,0.100000,0.009091,0.016667
272.000000,0.200000,0.018182,0.033333
292.000000,0.100000,0.009091,0.016667
313.000000,0.400000,0.036364,0.066667
333.000000,0.300000,0.027273,0.050000
353.000000,0.200000,0.018182,0.033333
373.000000,0.300000,0.027273,0.050000
393.000000,0.550000,0.050000,0.091667
414.000000,0.400000,0.036364,0.066667
434.000000,0.650000,0.059091,0.108333
454.000000,0.650000,0.059091,0.108333
474.000000,0.700000,0.063636,0.116667
494.000000,0.800000,0.072727,0.133333
515.000000,0.650000,0.059091,0.108333
535.000000,0.700000,0.063636,0.116667
555.000000,0.650000,0.059091,0.108333
575.000000,0.850000,0.077273,0.141667
595.000000,0.800000,0.072727,0.133333
616.000000,0.850000,0.077273,0.141667
636.000000,0.950000,0.086364,0.158333
656.000000,0.900000,0.081818,0.150000
676.000000,0.850000,0.077273,0.141667
696.000000,1.000000,0.090909,0.166667
717.000000,0.950000,0.086364,0.158333
737.000000,0.950000,0.086364,0.158333
757.000000,0.950000,0.086364,0.158333
777.000000,0.900000,0.081818,0.150000
797.000000,1.000000,0.090909,0.166667
818.000000,0.950000,0.086364,0.158333
838.000000,1.000000,0.090909,0.166667
858.000000,1.000000,0.090909,0.166667
878.000000,1.000000,0.090909,0.166667
898.000000,1.000000,0.090909,0.166667
919.000000,1.000000,0.090909,0.166667
939.000000,1.000000,0.090909,0.166667
959.000000,1.000000,0.090909,0.166667
979.000000,1.000000,0.090909,0.166667
1000.000000,0.950000,0.086364,0.158333
