# Size, Precision, Recall, Fscore
10.000000,0.000000,0.000000,0.000000
111.000000,1.000000,0.166667,0.285714
213.000000,0.600000,0.116667,0.192857
315.000000,0.500000,0.083333,0.142857
417.000000,0.400000,0.083333,0.135714
519.000000,0.600000,0.100000,0.171429
621.000000,1.000000,0.166667,0.285714
722.000000,0.900000,0.150000,0.257143
824.000000,1.000000,0.166667,0.285714
926.000000,0.950000,0.166667,0.282143
1028.000000,1.000000,0.166667,0.285714
1130.000000,1.000000,0.166667,0.285714
1232.000000,0.950000,0.166667,0.282143
1333.000000,1.000000,0.166667,0.285714
1435.000000,0.950000,0.166667,0.282143
1537.000000,0.950000,0.166667,0.282143
1639.000000,1.000000,0.166667,0.285714
1741.000000,1.000000,0.166667,0.285714
1843.000000,1.000000,0.166667,0.285714
1944.000000,1.000000,0.166667,0.285714
2046.000000,1.000000,0.166667,0.285714
2148.000000,1.000000,0.166667,0.285714
2250.000000,1.000000,0.166667,0.285714
2352.000000,1.000000,0.166667,0.285714
2454.000000,0.950000,0.166667,0.282143
2555.000000,1.000000,0.166667,0.285714
2657.000000,1.000000,0.166667,0.285714
2759.000000,0.900000,0.166667,0.278571
2861.000000,1.000000,0.166667,0.285714
2963.000000,1.000000,0.166667,0.285714
3065.000000,1.000000,0.166667,0.285714
3166.000000,1.000000,0.166667,0.285714
3268.000000,1.000000,0.166667,0.285714
3370.000000,1.000000,0.166667,0.285714
3472.000000,1.000000,0.166667,0.285714
3574.000000,1.000000,0.166667,0.285714
3676.000000,1.000000,0.166667,0.285714
3777.000000,1.000000,0.166667,0.285714
3879.000000,1.000000,0.166667,0.285714
3981.000000,1.000000,0.166667,0.285714
4083.000000,1.000000,0.166667,0.285714
4185.000000,1.000000,0.166667,0.285714
4287.000000,1.000000,0.166667,0.285714
4388.000000,1.000000,0.166667,0.285714
4490.000000,1.000000,0.166667,0.285714
4592.000000,1.000000,0.166667,0.285714
4694.000000,1.000000,0.166667,0.285714
4796.000000,1.000000,0.166667,0.285714
4898.000000,1.000000,0.166667,0.285714
5000.000000,1.000000,0.166667,0.285714
