# Size, Precision, Recall, Fscore
10.000000,0.000000,0.000000,0.000000
35.000000,0.000000,0.000000,0.000000
61.000000,0.960000,0.160000,0.274286
87.000000,1.000000,0.166667,0.285714
113.000000,0.990000,0.166667,0.285000
138.000000,1.000000,0.170000,0.290000
164.000000,0.980000,0.170000,0.288571
190.000000,0.950000,0.170000,0.286429
216.000000,0.950000,0.180000,0.299286
242.000000,0.936667,0.210000,0.336587
267.000000,0.910000,0.213333,0.338333
293.000000,0.876667,0.226667,0.353730
319.000000,0.923333,0.270000,0.412460
345.000000,0.883333,0.263333,0.401032
371.000000,0.920000,0.293333,0.441905
396.000000,0.870000,0.276667,0.415952
422.000000,0.816667,0.256667,0.385159
448.000000,0.920000,0.310000,0.461429
474.000000,0.863333,0.290000,0.431032
500.000000,0.843333,0.286667,0.425317
