# Size, Precision, Recall, Fscore
10.000000,0.000000,0.000000,0.000000
114.000000,0.080000,0.020000,0.032000
219.000000,0.506667,0.170000,0.246857
324.000000,0.710000,0.365000,0.468762
428.000000,0.736667,0.535000,0.612381
533.000000,0.696667,0.570000,0.620381
638.000000,0.703333,0.610000,0.650000
743.000000,0.711667,0.635000,0.667857
847.000000,0.730000,0.690000,0.707143
952.000000,0.728333,0.700000,0.712143
1057.000000,0.740000,0.720000,0.728571
1162.000000,0.746667,0.740000,0.742857
1266.000000,0.746667,0.740000,0.742857
1371.000000,0.750000,0.750000,0.750000
1476.000000,0.750000,0.750000,0.750000
1581.000000,0.750000,0.750000,0.750000
1685.000000,0.750000,0.750000,0.750000
1790.000000,0.750000,0.750000,0.750000
1895.000000,0.750000,0.750000,0.750000
2000.000000,0.750000,0.750000,0.750000
