# Size, Precision_mean, Recall_mean, Fscore_mean, Precision_std, Recall_std, Fscore_std
1000.000000,0.831111,0.850000,0.839869,0.118460,0.093541,0.106265
2000.000000,0.847917,0.862500,0.854028,0.157715,0.117925,0.140890
3000.000000,0.876389,0.881250,0.878676,0.053051,0.048007,0.049626
4000.000000,0.888889,0.893750,0.891176,0.051220,0.044634,0.047059
5000.000000,0.814773,0.825000,0.819079,0.180682,0.150000,0.167763
6000.000000,0.870833,0.875000,0.872794,0.054167,0.039528,0.046973
7000.000000,0.847222,0.862500,0.854248,0.113175,0.087500,0.100699
8000.000000,0.833775,0.843750,0.838216,0.149594,0.130354,0.141011
9000.000000,0.850000,0.868750,0.858235,0.129889,0.100584,0.117027
10000.000000,0.920833,0.931250,0.925735,0.068056,0.062187,0.063461
11000.000000,0.877778,0.887500,0.882353,0.063738,0.054486,0.057757
12000.000000,0.882639,0.887500,0.884926,0.044461,0.037500,0.039955
13000.000000,0.843889,0.868750,0.855065,0.149911,0.115075,0.133056
14000.000000,0.865278,0.875000,0.869853,0.049124,0.039528,0.042437
15000.000000,0.874028,0.887500,0.880270,0.154031,0.136359,0.145455
