50.000000,8.000000,0.000000
847.000000,6.600000,1.356466
1645.000000,5.800000,1.469694
2442.000000,5.800000,1.326650
3240.000000,5.400000,1.200000
4037.000000,6.000000,1.264911
4835.000000,5.800000,1.166190
5632.000000,5.000000,0.632456
6430.000000,5.000000,0.632456
7227.000000,4.600000,0.489898
8025.000000,4.800000,1.166190
8822.000000,4.200000,0.400000
9620.000000,3.800000,0.400000
10417.000000,3.600000,0.800000
11215.000000,3.400000,0.489898
12012.000000,3.000000,0.894427
12810.000000,2.800000,0.748331
13607.000000,2.600000,0.800000
14405.000000,2.400000,0.489898
15202.000000,2.400000,0.489898
16000.000000,2.400000,0.489898
