# Size, Precision_mean, Recall_mean, Fscore_mean, Precision_std, Recall_std, Fscore_std
50.000000,0.560000,0.325000,0.403596,0.338231,0.169558,0.214063
1089.000000,0.654545,0.800000,0.718266,0.014845,0.061237,0.015167
2129.000000,0.653333,0.800000,0.718954,0.045216,0.061237,0.050118
3168.000000,0.581026,0.825000,0.680000,0.022550,0.061237,0.016330
4208.000000,0.603636,0.800000,0.687719,0.033328,0.061237,0.042105
5247.000000,0.616667,0.800000,0.695556,0.042164,0.061237,0.043090
6287.000000,0.585455,0.775000,0.666667,0.035256,0.050000,0.038437
7327.000000,0.607692,0.800000,0.688889,0.051944,0.061237,0.044444
8366.000000,0.607576,0.850000,0.708421,0.037237,0.050000,0.040985
9406.000000,0.615455,0.775000,0.683333,0.075602,0.050000,0.050877
10445.000000,0.622844,0.850000,0.716615,0.043793,0.050000,0.027704
11485.000000,0.614545,0.800000,0.694737,0.017814,0.061237,0.034379
12525.000000,0.576783,0.775000,0.659649,0.028520,0.050000,0.014035
13564.000000,0.609510,0.850000,0.708772,0.038214,0.050000,0.034379
14604.000000,0.580606,0.850000,0.687974,0.044715,0.050000,0.034044
15643.000000,0.585455,0.775000,0.666667,0.035256,0.050000,0.038437
16683.000000,0.593333,0.800000,0.680000,0.008165,0.061237,0.016330
17722.000000,0.597273,0.850000,0.700702,0.020584,0.050000,0.022208
18762.000000,0.615152,0.875000,0.722105,0.025979,0.000000,0.018049
19802.000000,0.618485,0.850000,0.715439,0.022522,0.050000,0.028254
20841.000000,0.607273,0.775000,0.680702,0.014545,0.050000,0.028070
21881.000000,0.615152,0.875000,0.722105,0.025979,0.000000,0.018049
22920.000000,0.607879,0.850000,0.708070,0.024041,0.050000,0.026458
23960.000000,0.589091,0.750000,0.659649,0.021818,0.000000,0.014035
25000.000000,0.571439,0.825000,0.670702,0.069178,0.061237,0.050791
