# Size, Precision_mean, Recall_mean, Fscore_mean, Precision_std, Recall_std, Fscore_std
1000.000000,0.317381,0.300000,0.306587,0.082772,0.061237,0.069515
4222.000000,0.152727,0.200000,0.173099,0.043561,0.061237,0.050793
7444.000000,0.171717,0.225000,0.194427,0.071994,0.093541,0.080695
10666.000000,0.146061,0.200000,0.168655,0.038013,0.061237,0.047141
13888.000000,0.132751,0.200000,0.159348,0.038705,0.061237,0.046914
17111.000000,0.159481,0.225000,0.186071,0.039034,0.050000,0.042547
20333.000000,0.159860,0.225000,0.186633,0.031830,0.050000,0.038551
23555.000000,0.182424,0.250000,0.210760,0.010567,0.000000,0.007033
26777.000000,0.126364,0.175000,0.146550,0.039853,0.061237,0.048226
30000.000000,0.130909,0.175000,0.149708,0.041699,0.061237,0.049704
