# Size, Precision_mean, Recall_mean, Fscore_mean, Precision_std, Recall_std, Fscore_std
50.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
847.000000,0.465476,0.400000,0.429286,0.136796,0.093541,0.110707
1645.000000,0.475000,0.475000,0.475000,0.093541,0.093541,0.093541
2442.000000,0.500000,0.500000,0.500000,0.079057,0.079057,0.079057
3240.000000,0.525000,0.525000,0.525000,0.093541,0.093541,0.093541
4037.000000,0.500000,0.500000,0.500000,0.079057,0.079057,0.079057
4835.000000,0.475000,0.475000,0.475000,0.122474,0.122474,0.122474
5632.000000,0.575000,0.575000,0.575000,0.061237,0.061237,0.061237
6430.000000,0.600000,0.600000,0.600000,0.093541,0.093541,0.093541
7227.000000,0.600000,0.600000,0.600000,0.050000,0.050000,0.050000
8025.000000,0.600000,0.600000,0.600000,0.122474,0.122474,0.122474
8822.000000,0.625000,0.625000,0.625000,0.079057,0.079057,0.079057
9620.000000,0.650000,0.650000,0.650000,0.050000,0.050000,0.050000
10417.000000,0.675000,0.675000,0.675000,0.100000,0.100000,0.100000
11215.000000,0.700000,0.700000,0.700000,0.061237,0.061237,0.061237
12012.000000,0.750000,0.750000,0.750000,0.111803,0.111803,0.111803
12810.000000,0.775000,0.775000,0.775000,0.093541,0.093541,0.093541
13607.000000,0.800000,0.800000,0.800000,0.100000,0.100000,0.100000
14405.000000,0.825000,0.825000,0.825000,0.061237,0.061237,0.061237
15202.000000,0.825000,0.825000,0.825000,0.061237,0.061237,0.061237
16000.000000,0.825000,0.825000,0.825000,0.061237,0.061237,0.061237
