# Size, Precision_mean, Recall_mean, Fscore_mean, Precision_std, Recall_std, Fscore_std
50.000000,0.366667,0.175000,0.230210,0.204396,0.127475,0.152163
197.000000,0.301667,0.225000,0.255220,0.198354,0.145774,0.163253
345.000000,0.376667,0.225000,0.276107,0.082731,0.050000,0.054483
492.000000,0.296667,0.200000,0.232127,0.137239,0.061237,0.081674
640.000000,0.278571,0.250000,0.256825,0.122391,0.111803,0.109477
787.000000,0.269365,0.200000,0.221307,0.129376,0.061237,0.075285
935.000000,0.273810,0.250000,0.260476,0.032819,0.000000,0.014174
1082.000000,0.365260,0.375000,0.368158,0.050706,0.000000,0.027917
1230.000000,0.248355,0.275000,0.259302,0.079023,0.093541,0.082535
1377.000000,0.269697,0.300000,0.280947,0.065723,0.061237,0.057198
1525.000000,0.300000,0.300000,0.297143,0.080795,0.061237,0.069157
1672.000000,0.255657,0.300000,0.275249,0.045984,0.061237,0.050449
1820.000000,0.237222,0.250000,0.242974,0.085556,0.079057,0.082057
1967.000000,0.223182,0.275000,0.244942,0.092020,0.093541,0.089988
2115.000000,0.241111,0.275000,0.256536,0.049641,0.050000,0.049280
2262.000000,0.265000,0.300000,0.280556,0.066332,0.061237,0.062361
2410.000000,0.261667,0.300000,0.278922,0.076667,0.061237,0.069792
2557.000000,0.175758,0.225000,0.196904,0.120300,0.145774,0.131024
2705.000000,0.189394,0.225000,0.204799,0.109888,0.122474,0.114889
2852.000000,0.164949,0.200000,0.179962,0.079308,0.100000,0.086669
3000.000000,0.199091,0.275000,0.230760,0.063272,0.093541,0.075174
