# Size, Precision_mean, Recall_mean, Fscore_mean, Precision_std, Recall_std, Fscore_std
50.000000,0.200000,0.025000,0.044444,0.400000,0.050000,0.088889
197.000000,0.800000,0.150000,0.240000,0.244949,0.050000,0.047454
345.000000,0.933333,0.300000,0.450909,0.133333,0.061237,0.078330
492.000000,0.583333,0.275000,0.372727,0.105409,0.050000,0.064710
640.000000,0.760000,0.400000,0.523077,0.020000,0.050000,0.046154
787.000000,0.723333,0.450000,0.552747,0.078599,0.061237,0.062124
935.000000,0.672381,0.525000,0.587546,0.099632,0.122474,0.113555
1082.000000,0.723810,0.600000,0.655238,0.114286,0.122474,0.119013
1230.000000,0.603571,0.575000,0.588333,0.026245,0.061237,0.044907
1377.000000,0.614286,0.600000,0.606667,0.021429,0.050000,0.036667
1525.000000,0.614286,0.600000,0.606667,0.021429,0.050000,0.036667
1672.000000,0.625000,0.625000,0.625000,0.000000,0.000000,0.000000
1820.000000,0.575000,0.575000,0.575000,0.100000,0.100000,0.100000
1967.000000,0.575000,0.575000,0.575000,0.100000,0.100000,0.100000
2115.000000,0.625000,0.625000,0.625000,0.136931,0.136931,0.136931
2262.000000,0.650000,0.650000,0.650000,0.050000,0.050000,0.050000
2410.000000,0.591667,0.600000,0.595588,0.137941,0.122474,0.130626
2557.000000,0.566667,0.575000,0.570588,0.179892,0.169558,0.174907
2705.000000,0.508333,0.525000,0.516176,0.197906,0.183712,0.191086
2852.000000,0.508333,0.525000,0.516176,0.197906,0.183712,0.191086
3000.000000,0.491667,0.525000,0.507353,0.179505,0.183712,0.180829
