# Size, Precision_mean, Recall_mean, Fscore_mean, Precision_std, Recall_std, Fscore_std
50.000000,0.573889,0.625000,0.597549,0.253285,0.262202,0.257054
600.000000,0.841667,0.875000,0.857353,0.165645,0.136931,0.151378
1150.000000,0.588287,0.775000,0.663922,0.164698,0.093541,0.134348
1700.000000,0.700085,0.800000,0.741410,0.220813,0.169558,0.196307
2250.000000,0.835000,0.850000,0.841667,0.271846,0.242384,0.258736
2800.000000,0.850000,0.875000,0.861111,0.183712,0.136931,0.162684
3350.000000,0.861111,0.875000,0.867647,0.162684,0.136931,0.150475
3900.000000,0.850000,0.875000,0.861111,0.200000,0.158114,0.180876
4450.000000,0.800000,0.825000,0.810000,0.280624,0.231840,0.261056
5000.000000,0.950000,0.950000,0.950000,0.061237,0.061237,0.061237
