50.000000,8.000000,0.000000
1089.000000,6.000000,0.632456
2129.000000,3.400000,0.800000
3168.000000,2.800000,0.748331
4208.000000,2.400000,0.800000
5247.000000,2.000000,0.000000
6287.000000,2.000000,0.000000
7327.000000,2.000000,0.000000
8366.000000,2.000000,0.000000
9406.000000,2.000000,0.000000
10445.000000,2.000000,0.000000
11485.000000,2.000000,0.000000
12525.000000,2.000000,0.000000
13564.000000,2.000000,0.000000
14604.000000,2.000000,0.000000
15643.000000,1.600000,0.800000
16683.000000,1.600000,0.800000
17722.000000,0.800000,0.979796
18762.000000,0.400000,0.800000
19802.000000,0.400000,0.800000
20841.000000,0.400000,0.800000
21881.000000,0.600000,0.800000
22920.000000,0.600000,0.800000
23960.000000,0.800000,0.748331
25000.000000,0.400000,0.800000
