50.000000,3.000000,2.000000
1089.000000,1.800000,2.227106
2129.000000,2.000000,4.000000
3168.000000,1.000000,2.000000
4208.000000,1.000000,2.000000
5247.000000,2.400000,3.006659
6287.000000,2.400000,3.006659
7327.000000,0.600000,1.200000
8366.000000,2.200000,2.712932
9406.000000,1.800000,3.600000
10445.000000,2.600000,3.322650
11485.000000,3.000000,3.687818
12525.000000,0.000000,0.000000
13564.000000,1.000000,2.000000
14604.000000,0.400000,0.800000
15643.000000,0.000000,0.000000
16683.000000,2.800000,3.655133
17722.000000,2.400000,3.200000
18762.000000,1.000000,2.000000
19802.000000,2.600000,2.870540
20841.000000,0.800000,1.600000
21881.000000,2.600000,3.322650
22920.000000,0.200000,0.400000
23960.000000,2.800000,2.315167
25000.000000,1.000000,2.000000
